keep_length,length_average,keep_num
0.0,40910.09934628959,5.0
0.0,67097.3901675681,7.0
0.0,0.0,0.0
0.0,6401.874966237953,1.0
0.0,8101.393267591301,1.0
0.0,0.0,0.0
0.0,8101.393267591301,1.0
0.0,8101.393267591301,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,107459.22780690974,7.0
0.0,222244.69980610834,16.0
0.0,22532.699214934855,4.0
0.0,17252.91628876961,3.0
0.0,5256.919887233166,1.0
0.0,5256.919887233166,1.0
0.0,14106.399335504906,2.0
0.0,0.0,0.0
0.0,5256.919887233166,1.0
0.0,0.0,0.0
0.0,29197.762050017118,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8849.47944827174,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8849.47944827174,1.0
0.0,11995.996401536446,2.0
0.0,5279.782926165245,1.0
0.0,31113.566008472255,4.0
0.0,64522.37241771119,8.0
0.0,88393.35883621112,10.0
0.0,0.0,0.0
0.0,6401.874966237953,1.0
0.0,14503.268233829254,2.0
0.0,14503.268233829254,2.0
0.0,8101.393267591301,1.0
0.0,8101.393267591301,1.0
0.0,9127.849874128693,2.0
0.0,9127.849874128693,2.0
0.0,4739.738919967,1.0
0.0,216964.9168799431,15.0
0.0,132038.3882879682,12.0
0.0,17252.91628876961,3.0
0.0,0.0,0.0
0.0,5256.919887233166,1.0
0.0,5256.919887233166,1.0
0.0,14106.399335504906,2.0
0.0,0.0,0.0
0.0,5256.919887233166,1.0
0.0,0.0,0.0
0.0,29197.762050017118,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8849.47944827174,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8849.47944827174,1.0
0.0,20845.475849808186,3.0
0.0,0.0,0.0
0.0,31113.566008472255,4.0
0.0,51198.22768553315,7.0
0.0,89287.40237062075,11.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6401.874966237953,1.0
0.0,6401.874966237953,1.0
0.0,23631.118107957947,4.0
0.0,9127.849874128693,2.0
0.0,9127.849874128693,2.0
0.0,19069.81620732408,3.0
0.0,231372.54968023702,18.0
0.0,22532.699214934855,4.0
0.0,0.0,0.0
0.0,5256.919887233166,1.0
0.0,5256.919887233166,1.0
0.0,5256.919887233166,1.0
0.0,14106.399335504906,2.0
0.0,0.0,0.0
0.0,5256.919887233166,1.0
0.0,0.0,0.0
0.0,29197.762050017118,2.0
0.0,0.0,0.0
0.0,8849.47944827174,1.0
0.0,8849.47944827174,1.0
0.0,0.0,0.0
0.0,5256.919887233166,1.0
0.0,8849.47944827174,1.0
0.0,20845.475849808186,3.0
0.0,0.0,0.0
0.0,31113.566008472255,4.0
0.0,16444.34072790661,2.0
0.0,89287.40237062075,11.0
0.0,57601.26458001884,8.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9127.849874128693,2.0
0.0,57601.26458001884,8.0
0.0,31447.431408307653,5.0
0.0,6401.874966237953,1.0
0.0,0.0,0.0
0.0,28467.84367422505,4.0
0.0,236382.46619297628,18.0
0.0,17252.91628876961,3.0
0.0,0.0,0.0
0.0,5256.919887233166,1.0
0.0,5256.919887233166,1.0
0.0,0.0,0.0
0.0,14106.399335504906,2.0
0.0,0.0,0.0
0.0,5256.919887233166,1.0
0.0,0.0,0.0
0.0,29197.762050017118,2.0
0.0,0.0,0.0
0.0,8849.47944827174,1.0
0.0,0.0,0.0
0.0,14106.399335504906,2.0
0.0,14106.399335504906,2.0
0.0,8849.47944827174,1.0
0.0,20845.475849808186,3.0
0.0,0.0,0.0
0.0,52303.88063189362,5.0
0.0,7816.313300349706,1.0
0.0,47215.86263096855,6.0
0.0,57601.26458001884,8.0
0.0,57601.26458001884,8.0
0.0,57601.26458001884,8.0
0.0,57601.26458001884,8.0
0.0,57601.26458001884,8.0
0.0,48473.41470589015,6.0
0.0,48473.41470589015,6.0
0.0,0.0,0.0
0.0,28467.84367422505,4.0
0.0,226088.87189397562,17.0
0.0,26650.94375567058,4.0
0.0,20654.15561420663,3.0
0.0,20654.15561420663,3.0
